MerchantKey,MerchantID,MerchantCategory,BusinessSize,State,City,SettlementCycle,PartnerSince,MerchantTenure
1890,MER01890,Food & Dining,Small,Tamil Nadu,Coimbatore,T+1,2025,1
1891,MER01891,E-Commerce,Small,Uttar Pradesh,Noida,T+1,2024,2
1892,MER01892,E-Commerce,Medium,Kerala,Kochi,T+1,2026,0
1893,MER01893,E-Commerce,Enterprise,Gujarat,Surat,T+2,2024,2
1894,MER01894,Healthcare,Medium,Maharashtra,Nagpur,T+2,2021,5
1895,MER01895,Government,Small,West Bengal,Durgapur,T+2,2024,2
1896,MER01896,Food & Dining,Small,Uttar Pradesh,Lucknow,T+1,2024,2
1897,MER01897,Healthcare,Small,Maharashtra,Nagpur,T+1,2026,0
1898,MER01898,Fuel,Enterprise,Tamil Nadu,Coimbatore,T+1,2023,3
1899,MER01899,E-Commerce,Medium,Kerala,Kozhikode,T+3,2026,0
1900,MER01900,Healthcare,Small,Rajasthan,Jodhpur,T+1,2025,1
1901,MER01901,Fuel,Small,Maharashtra,Mumbai,T+2,2026,0
1902,MER01902,Travel,Small,Tamil Nadu,Chennai,T+1,2024,2
1903,MER01903,Entertainment,Small,Karnataka,Mysuru,T+1,2025,1
1904,MER01904,Retail,Small,Maharashtra,Mumbai,T+1,2026,0
1905,MER01905,Food & Dining,Small,Tamil Nadu,Madurai,T+1,2020,6
1906,MER01906,Fuel,Small,Kerala,Kochi,T+2,2026,0
1907,MER01907,Fuel,Small,Gujarat,Ahmedabad,T+1,2023,3
1908,MER01908,E-Commerce,Small,Kerala,Kochi,T+2,2021,5
1909,MER01909,Education,Small,Gujarat,Ahmedabad,T+2,2020,6
1910,MER01910,Entertainment,Medium,Karnataka,Mysuru,T+1,2025,1
1911,MER01911,Food & Dining,Small,Kerala,Kozhikode,T+1,2023,3
1912,MER01912,Fuel,Small,Telangana,Warangal,T+1,2019,7
1913,MER01913,E-Commerce,Small,Delhi,New Delhi,T+1,2025,1
1914,MER01914,Utilities,Small,Tamil Nadu,Chennai,T+1,2019,7
1915,MER01915,E-Commerce,Small,Gujarat,Surat,T+1,2025,1
1916,MER01916,Travel,Enterprise,Telangana,Warangal,T+2,2026,0
1917,MER01917,E-Commerce,Small,Rajasthan,Jaipur,T+1,2024,2
1918,MER01918,Utilities,Small,Maharashtra,Mumbai,T+1,2025,1
1919,MER01919,Entertainment,Small,West Bengal,Durgapur,T+1,2024,2
1920,MER01920,Entertainment,Small,Uttar Pradesh,Lucknow,T+1,2025,1
1921,MER01921,Travel,Enterprise,Maharashtra,Pune,T+1,2026,0
1922,MER01922,Retail,Medium,Tamil Nadu,Madurai,T+1,2021,5
1923,MER01923,E-Commerce,Small,Rajasthan,Udaipur,T+1,2025,1
1924,MER01924,Food & Dining,Medium,Tamil Nadu,Madurai,T+1,2024,2
1925,MER01925,Government,Medium,Karnataka,Mysuru,T+2,2024,2
1926,MER01926,Food & Dining,Small,Delhi,New Delhi,T+1,2024,2
1927,MER01927,E-Commerce,Small,West Bengal,Kolkata,T+1,2023,3
1928,MER01928,E-Commerce,Small,Karnataka,Mangaluru,T+1,2022,4
1929,MER01929,E-Commerce,Small,Maharashtra,Pune,T+1,2026,0
1930,MER01930,E-Commerce,Small,Maharashtra,Nagpur,T+2,2026,0
1931,MER01931,E-Commerce,Small,Karnataka,Bengaluru,T+1,2024,2
1932,MER01932,Travel,Medium,Tamil Nadu,Coimbatore,T+1,2023,3
1933,MER01933,E-Commerce,Small,Tamil Nadu,Coimbatore,T+1,2024,2
1934,MER01934,E-Commerce,Enterprise,West Bengal,Durgapur,T+2,2025,1
1935,MER01935,Food & Dining,Enterprise,Rajasthan,Udaipur,T+1,2024,2
1936,MER01936,Healthcare,Small,West Bengal,Kolkata,T+1,2024,2
1937,MER01937,E-Commerce,Small,Tamil Nadu,Coimbatore,T+1,2024,2
1938,MER01938,Retail,Medium,Rajasthan,Udaipur,T+1,2026,0
1939,MER01939,Fuel,Small,Maharashtra,Mumbai,T+1,2024,2
1940,MER01940,Food & Dining,Small,Delhi,New Delhi,T+1,2025,1
1941,MER01941,Entertainment,Small,Tamil Nadu,Coimbatore,T+1,2023,3
1942,MER01942,Retail,Small,Karnataka,Mysuru,T+2,2025,1
1943,MER01943,Retail,Small,Maharashtra,Pune,T+1,2023,3
1944,MER01944,Education,Enterprise,Gujarat,Ahmedabad,T+1,2025,1
1945,MER01945,Healthcare,Medium,Uttar Pradesh,Kanpur,T+1,2020,6
1946,MER01946,Fuel,Small,Karnataka,Mangaluru,T+2,2020,6
1947,MER01947,Food & Dining,Small,Tamil Nadu,Madurai,T+1,2020,6
1948,MER01948,Retail,Small,Kerala,Thiruvananthapuram,T+2,2025,1
1949,MER01949,Fuel,Small,Kerala,Thiruvananthapuram,T+1,2020,6
1950,MER01950,Entertainment,Small,Karnataka,Mangaluru,T+2,2021,5
1951,MER01951,Utilities,Small,Rajasthan,Udaipur,T+3,2021,5
1952,MER01952,Utilities,Enterprise,Gujarat,Surat,T+1,2022,4
1953,MER01953,E-Commerce,Small,Karnataka,Mysuru,T+1,2023,3
1954,MER01954,Food & Dining,Small,Uttar Pradesh,Lucknow,T+1,2023,3
1955,MER01955,E-Commerce,Small,Karnataka,Mysuru,T+1,2026,0
1956,MER01956,Fuel,Medium,Delhi,New Delhi,T+1,2026,0
1957,MER01957,E-Commerce,Enterprise,Uttar Pradesh,Kanpur,T+1,2023,3
1958,MER01958,Food & Dining,Medium,West Bengal,Kolkata,T+1,2025,1
1959,MER01959,Utilities,Medium,Karnataka,Bengaluru,T+1,2026,0
1960,MER01960,E-Commerce,Small,Delhi,New Delhi,T+1,2024,2
1961,MER01961,Retail,Medium,Tamil Nadu,Coimbatore,T+2,2022,4
1962,MER01962,Food & Dining,Medium,Telangana,Warangal,T+2,2021,5
1963,MER01963,Education,Small,Uttar Pradesh,Kanpur,T+1,2024,2
1964,MER01964,Entertainment,Medium,Maharashtra,Mumbai,T+2,2026,0
1965,MER01965,Travel,Medium,Maharashtra,Pune,T+1,2024,2
1966,MER01966,Food & Dining,Small,Telangana,Warangal,T+1,2024,2
1967,MER01967,Education,Medium,Rajasthan,Udaipur,T+1,2026,0
1968,MER01968,E-Commerce,Small,Telangana,Hyderabad,T+1,2021,5
1969,MER01969,Education,Medium,Uttar Pradesh,Kanpur,T+2,2025,1
1970,MER01970,E-Commerce,Medium,Telangana,Warangal,T+1,2025,1
1971,MER01971,Food & Dining,Medium,Maharashtra,Nagpur,T+2,2025,1
1972,MER01972,Food & Dining,Small,Kerala,Thiruvananthapuram,T+2,2025,1
1973,MER01973,E-Commerce,Small,Karnataka,Mysuru,T+2,2024,2
1974,MER01974,Retail,Medium,Uttar Pradesh,Kanpur,T+1,2026,0
1975,MER01975,E-Commerce,Medium,Delhi,New Delhi,T+1,2024,2
1976,MER01976,E-Commerce,Medium,Gujarat,Ahmedabad,T+1,2026,0
1977,MER01977,Travel,Small,Tamil Nadu,Chennai,T+1,2020,6
1978,MER01978,Fuel,Small,Uttar Pradesh,Noida,T+1,2021,5
1979,MER01979,Healthcare,Medium,Rajasthan,Jaipur,T+1,2020,6
1980,MER01980,Government,Small,Delhi,New Delhi,T+3,2022,4
1981,MER01981,Fuel,Small,Kerala,Kochi,T+1,2024,2
1982,MER01982,Entertainment,Small,Maharashtra,Mumbai,T+1,2025,1
1983,MER01983,E-Commerce,Small,Delhi,New Delhi,T+2,2026,0
1984,MER01984,Utilities,Small,Maharashtra,Pune,T+1,2025,1
1985,MER01985,Retail,Small,Karnataka,Mysuru,T+1,2022,4
1986,MER01986,Retail,Small,West Bengal,Kolkata,T+1,2026,0
1987,MER01987,Food & Dining,Medium,Maharashtra,Nagpur,T+1,2025,1
1988,MER01988,Education,Small,Maharashtra,Pune,T+3,2021,5
1989,MER01989,E-Commerce,Small,Rajasthan,Jodhpur,T+1,2020,6
1990,MER01990,Fuel,Medium,Delhi,New Delhi,T+1,2026,0
1991,MER01991,Fuel,Medium,Maharashtra,Mumbai,T+1,2020,6
1992,MER01992,Food & Dining,Small,Rajasthan,Jaipur,T+1,2023,3
1993,MER01993,Healthcare,Small,Gujarat,Vadodara,T+2,2019,7
1994,MER01994,Travel,Small,Tamil Nadu,Madurai,T+3,2024,2
1995,MER01995,Fuel,Small,Kerala,Kozhikode,T+1,2026,0
1996,MER01996,Government,Small,Maharashtra,Nagpur,T+1,2025,1
1997,MER01997,E-Commerce,Small,West Bengal,Siliguri,T+1,2020,6
1998,MER01998,E-Commerce,Small,Gujarat,Surat,T+1,2025,1
1999,MER01999,Healthcare,Small,Telangana,Hyderabad,T+1,2023,3
2000,MER02000,E-Commerce,Medium,Delhi,New Delhi,T+1,2025,1
2001,MER02001,E-Commerce,Small,Tamil Nadu,Coimbatore,T+1,2025,1
2002,MER02002,E-Commerce,Medium,West Bengal,Siliguri,T+1,2025,1
2003,MER02003,E-Commerce,Small,Gujarat,Vadodara,T+1,2023,3
2004,MER02004,Fuel,Small,Delhi,New Delhi,T+1,2025,1
2005,MER02005,E-Commerce,Small,Maharashtra,Pune,T+1,2021,5
2006,MER02006,Retail,Small,Tamil Nadu,Chennai,T+1,2025,1
2007,MER02007,Travel,Small,Delhi,New Delhi,T+1,2024,2
2008,MER02008,Entertainment,Enterprise,Maharashtra,Mumbai,T+1,2024,2
2009,MER02009,Food & Dining,Small,Delhi,New Delhi,T+2,2026,0
2010,MER02010,Retail,Small,Kerala,Kochi,T+1,2022,4
2011,MER02011,Utilities,Small,Gujarat,Surat,T+3,2026,0
2012,MER02012,Food & Dining,Small,West Bengal,Durgapur,T+1,2024,2
2013,MER02013,Fuel,Small,Maharashtra,Pune,T+1,2025,1
2014,MER02014,Government,Small,Tamil Nadu,Madurai,T+2,2026,0
2015,MER02015,E-Commerce,Medium,Gujarat,Vadodara,T+1,2021,5
2016,MER02016,Education,Small,Maharashtra,Nagpur,T+1,2026,0
2017,MER02017,E-Commerce,Small,Gujarat,Surat,T+1,2025,1
2018,MER02018,Food & Dining,Small,Maharashtra,Nagpur,T+2,2026,0
2019,MER02019,E-Commerce,Enterprise,Karnataka,Bengaluru,T+1,2026,0
2020,MER02020,Retail,Small,Gujarat,Surat,T+2,2019,7
2021,MER02021,Utilities,Small,Telangana,Warangal,T+1,2023,3
2022,MER02022,Food & Dining,Small,Kerala,Thiruvananthapuram,T+1,2025,1
2023,MER02023,E-Commerce,Small,Uttar Pradesh,Noida,T+1,2021,5
2024,MER02024,Travel,Enterprise,Karnataka,Mysuru,T+3,2023,3
2025,MER02025,E-Commerce,Small,Maharashtra,Mumbai,T+1,2023,3
2026,MER02026,E-Commerce,Medium,Gujarat,Ahmedabad,T+1,2021,5
2027,MER02027,Entertainment,Small,Rajasthan,Jodhpur,T+1,2026,0
2028,MER02028,Retail,Small,West Bengal,Siliguri,T+1,2021,5
2029,MER02029,Retail,Small,Kerala,Thiruvananthapuram,T+1,2026,0
2030,MER02030,Fuel,Small,Tamil Nadu,Coimbatore,T+2,2023,3
2031,MER02031,Healthcare,Medium,Karnataka,Bengaluru,T+1,2026,0
2032,MER02032,Food & Dining,Small,West Bengal,Kolkata,T+1,2024,2
2033,MER02033,E-Commerce,Medium,Telangana,Warangal,T+1,2020,6
2034,MER02034,Retail,Small,Tamil Nadu,Coimbatore,T+1,2023,3
2035,MER02035,Food & Dining,Small,West Bengal,Kolkata,T+1,2023,3
2036,MER02036,Entertainment,Small,Tamil Nadu,Chennai,T+1,2021,5
2037,MER02037,Food & Dining,Small,Kerala,Thiruvananthapuram,T+1,2025,1
2038,MER02038,Food & Dining,Small,Maharashtra,Pune,T+3,2025,1
2039,MER02039,Utilities,Medium,Delhi,New Delhi,T+1,2022,4
2040,MER02040,Fuel,Small,Uttar Pradesh,Lucknow,T+1,2024,2
2041,MER02041,Utilities,Small,Rajasthan,Jaipur,T+1,2024,2
2042,MER02042,Fuel,Small,Rajasthan,Udaipur,T+2,2020,6
2043,MER02043,Food & Dining,Small,Maharashtra,Pune,T+1,2020,6
2044,MER02044,Travel,Small,Tamil Nadu,Coimbatore,T+1,2026,0
2045,MER02045,Healthcare,Medium,Tamil Nadu,Madurai,T+1,2022,4
2046,MER02046,Food & Dining,Small,Rajasthan,Udaipur,T+2,2022,4
2047,MER02047,Fuel,Medium,Delhi,New Delhi,T+1,2025,1
2048,MER02048,Food & Dining,Small,Telangana,Warangal,T+1,2026,0
2049,MER02049,Food & Dining,Medium,Gujarat,Surat,T+3,2025,1
2050,MER02050,Retail,Small,Telangana,Warangal,T+1,2026,0
2051,MER02051,Retail,Small,Rajasthan,Jodhpur,T+1,2026,0
2052,MER02052,Fuel,Small,Maharashtra,Mumbai,T+1,2023,3
2053,MER02053,Retail,Small,Gujarat,Vadodara,T+1,2021,5
2054,MER02054,Healthcare,Small,Delhi,New Delhi,T+1,2024,2
2055,MER02055,Healthcare,Small,Gujarat,Vadodara,T+1,2025,1
2056,MER02056,Healthcare,Small,Delhi,New Delhi,T+1,2026,0
2057,MER02057,Healthcare,Small,Delhi,New Delhi,T+1,2021,5
2058,MER02058,Retail,Small,Rajasthan,Udaipur,T+1,2025,1
2059,MER02059,Travel,Small,Uttar Pradesh,Kanpur,T+2,2023,3
2060,MER02060,E-Commerce,Medium,Rajasthan,Udaipur,T+1,2025,1
2061,MER02061,Government,Small,Telangana,Warangal,T+1,2021,5
2062,MER02062,Retail,Small,Karnataka,Mangaluru,T+1,2022,4
2063,MER02063,E-Commerce,Medium,Karnataka,Mangaluru,T+2,2026,0
2064,MER02064,E-Commerce,Small,Maharashtra,Pune,T+1,2021,5
2065,MER02065,Food & Dining,Small,Karnataka,Mysuru,T+1,2024,2
2066,MER02066,Retail,Small,Gujarat,Vadodara,T+1,2023,3
2067,MER02067,Retail,Small,Gujarat,Ahmedabad,T+2,2025,1
2068,MER02068,Government,Small,Kerala,Thiruvananthapuram,T+1,2026,0
2069,MER02069,Fuel,Small,Delhi,New Delhi,T+1,2026,0
2070,MER02070,Food & Dining,Medium,Delhi,New Delhi,T+3,2025,1
2071,MER02071,Food & Dining,Small,Karnataka,Bengaluru,T+1,2019,7
2072,MER02072,Entertainment,Enterprise,Rajasthan,Jodhpur,T+1,2022,4
2073,MER02073,Food & Dining,Small,West Bengal,Durgapur,T+1,2023,3
2074,MER02074,Travel,Small,Maharashtra,Pune,T+1,2024,2
2075,MER02075,Entertainment,Medium,West Bengal,Siliguri,T+1,2025,1
2076,MER02076,Retail,Small,Telangana,Warangal,T+1,2023,3
2077,MER02077,E-Commerce,Small,Tamil Nadu,Chennai,T+1,2023,3
2078,MER02078,Healthcare,Medium,Delhi,New Delhi,T+1,2024,2
2079,MER02079,Healthcare,Small,Gujarat,Vadodara,T+1,2025,1
2080,MER02080,Food & Dining,Small,Telangana,Hyderabad,T+1,2025,1
2081,MER02081,Utilities,Small,Maharashtra,Mumbai,T+1,2025,1
2082,MER02082,Utilities,Small,Delhi,New Delhi,T+1,2026,0
2083,MER02083,Travel,Small,Delhi,New Delhi,T+1,2026,0
2084,MER02084,Retail,Medium,Uttar Pradesh,Kanpur,T+1,2026,0
2085,MER02085,Food & Dining,Small,Karnataka,Bengaluru,T+2,2022,4
2086,MER02086,Travel,Small,Kerala,Kozhikode,T+1,2025,1
2087,MER02087,Retail,Medium,Rajasthan,Jaipur,T+1,2022,4
2088,MER02088,Retail,Small,Delhi,New Delhi,T+1,2024,2
2089,MER02089,Retail,Small,Tamil Nadu,Chennai,T+1,2026,0
2090,MER02090,Government,Small,Rajasthan,Jaipur,T+1,2022,4
2091,MER02091,Education,Small,Gujarat,Surat,T+1,2021,5
2092,MER02092,Food & Dining,Small,Rajasthan,Jodhpur,T+3,2024,2
2093,MER02093,Retail,Small,Maharashtra,Pune,T+1,2019,7
2094,MER02094,E-Commerce,Small,Rajasthan,Jaipur,T+1,2022,4
2095,MER02095,E-Commerce,Small,Maharashtra,Nagpur,T+1,2025,1
2096,MER02096,Fuel,Small,Maharashtra,Mumbai,T+1,2026,0
2097,MER02097,E-Commerce,Small,Tamil Nadu,Chennai,T+1,2025,1
2098,MER02098,Food & Dining,Small,Maharashtra,Nagpur,T+1,2026,0
2099,MER02099,Utilities,Small,West Bengal,Siliguri,T+1,2023,3
2100,MER02100,Retail,Small,Tamil Nadu,Coimbatore,T+1,2024,2
2101,MER02101,Fuel,Small,Maharashtra,Nagpur,T+2,2025,1
2102,MER02102,Healthcare,Small,Delhi,New Delhi,T+1,2026,0
2103,MER02103,Retail,Small,Maharashtra,Nagpur,T+1,2020,6
2104,MER02104,Retail,Small,Karnataka,Mangaluru,T+3,2021,5
2105,MER02105,E-Commerce,Medium,Karnataka,Bengaluru,T+2,2026,0
2106,MER02106,Entertainment,Small,Rajasthan,Udaipur,T+1,2022,4
2107,MER02107,Fuel,Small,Tamil Nadu,Madurai,T+1,2024,2
2108,MER02108,Healthcare,Small,Karnataka,Mysuru,T+3,2019,7
2109,MER02109,Healthcare,Small,Tamil Nadu,Madurai,T+1,2023,3
2110,MER02110,E-Commerce,Medium,Tamil Nadu,Madurai,T+1,2023,3
2111,MER02111,Retail,Small,Tamil Nadu,Madurai,T+1,2026,0
2112,MER02112,Healthcare,Small,Telangana,Hyderabad,T+1,2026,0
2113,MER02113,E-Commerce,Enterprise,Maharashtra,Nagpur,T+1,2022,4
2114,MER02114,Retail,Small,Rajasthan,Jaipur,T+2,2023,3
2115,MER02115,E-Commerce,Enterprise,Maharashtra,Nagpur,T+2,2026,0
2116,MER02116,Retail,Small,Kerala,Thiruvananthapuram,T+1,2026,0
2117,MER02117,Healthcare,Small,Uttar Pradesh,Noida,T+2,2023,3
2118,MER02118,Utilities,Small,Maharashtra,Nagpur,T+1,2024,2
2119,MER02119,Food & Dining,Small,Uttar Pradesh,Lucknow,T+3,2025,1
2120,MER02120,Retail,Small,Gujarat,Surat,T+3,2025,1
2121,MER02121,Food & Dining,Medium,Maharashtra,Pune,T+1,2026,0
2122,MER02122,Fuel,Medium,West Bengal,Kolkata,T+1,2026,0
2123,MER02123,Food & Dining,Small,West Bengal,Siliguri,T+2,2026,0
2124,MER02124,Education,Small,Uttar Pradesh,Lucknow,T+3,2021,5
2125,MER02125,Entertainment,Medium,Rajasthan,Jaipur,T+2,2022,4
2126,MER02126,Utilities,Small,Tamil Nadu,Madurai,T+1,2025,1
2127,MER02127,Food & Dining,Small,Rajasthan,Jodhpur,T+1,2021,5
2128,MER02128,Fuel,Medium,West Bengal,Kolkata,T+2,2019,7
2129,MER02129,Retail,Small,Kerala,Kochi,T+2,2026,0
2130,MER02130,Utilities,Small,Gujarat,Ahmedabad,T+1,2020,6
2131,MER02131,Fuel,Small,Karnataka,Mangaluru,T+1,2022,4
2132,MER02132,Retail,Small,Maharashtra,Pune,T+1,2023,3
2133,MER02133,Healthcare,Medium,Delhi,New Delhi,T+1,2026,0
2134,MER02134,Retail,Medium,Delhi,New Delhi,T+1,2024,2
2135,MER02135,Retail,Small,Maharashtra,Nagpur,T+1,2022,4
2136,MER02136,Retail,Small,Rajasthan,Jaipur,T+1,2023,3
2137,MER02137,Travel,Medium,Uttar Pradesh,Kanpur,T+2,2023,3
2138,MER02138,Fuel,Small,Tamil Nadu,Chennai,T+1,2023,3
2139,MER02139,Food & Dining,Small,Rajasthan,Jaipur,T+2,2023,3
2140,MER02140,E-Commerce,Medium,Telangana,Warangal,T+1,2023,3
2141,MER02141,Retail,Small,Maharashtra,Pune,T+1,2022,4
2142,MER02142,Retail,Medium,Tamil Nadu,Chennai,T+1,2025,1
2143,MER02143,Travel,Medium,Delhi,New Delhi,T+1,2025,1
2144,MER02144,Retail,Small,West Bengal,Kolkata,T+1,2021,5
2145,MER02145,Fuel,Small,Tamil Nadu,Madurai,T+1,2025,1
2146,MER02146,Retail,Small,Karnataka,Mangaluru,T+1,2024,2
2147,MER02147,Healthcare,Enterprise,Karnataka,Mangaluru,T+1,2022,4
2148,MER02148,Retail,Medium,Maharashtra,Nagpur,T+1,2020,6
2149,MER02149,E-Commerce,Small,Karnataka,Mysuru,T+1,2022,4
2150,MER02150,Food & Dining,Small,Rajasthan,Jaipur,T+1,2025,1
2151,MER02151,Food & Dining,Small,Karnataka,Mysuru,T+2,2025,1
2152,MER02152,Government,Small,Delhi,New Delhi,T+2,2026,0
2153,MER02153,E-Commerce,Small,Kerala,Kochi,T+1,2026,0
2154,MER02154,Government,Small,Rajasthan,Jaipur,T+3,2023,3
2155,MER02155,Travel,Medium,Karnataka,Mangaluru,T+2,2023,3
2156,MER02156,Education,Medium,Uttar Pradesh,Kanpur,T+1,2023,3
2157,MER02157,Government,Small,Tamil Nadu,Coimbatore,T+1,2024,2
2158,MER02158,Fuel,Medium,Kerala,Thiruvananthapuram,T+2,2024,2
2159,MER02159,Education,Small,Maharashtra,Nagpur,T+1,2019,7
2160,MER02160,Utilities,Small,Kerala,Thiruvananthapuram,T+1,2025,1
2161,MER02161,Education,Medium,Karnataka,Mysuru,T+2,2024,2
2162,MER02162,Retail,Small,Rajasthan,Udaipur,T+1,2023,3
2163,MER02163,Government,Small,Telangana,Hyderabad,T+2,2024,2
2164,MER02164,Travel,Small,Telangana,Warangal,T+2,2026,0
2165,MER02165,Food & Dining,Medium,Maharashtra,Nagpur,T+2,2025,1
2166,MER02166,Retail,Enterprise,Maharashtra,Mumbai,T+1,2022,4
2167,MER02167,Retail,Small,Gujarat,Vadodara,T+2,2025,1
2168,MER02168,Retail,Medium,Maharashtra,Pune,T+1,2025,1
2169,MER02169,Education,Small,Maharashtra,Mumbai,T+1,2025,1
2170,MER02170,Fuel,Small,Karnataka,Mysuru,T+2,2025,1
2171,MER02171,Retail,Enterprise,Karnataka,Mysuru,T+1,2024,2
2172,MER02172,E-Commerce,Small,Delhi,New Delhi,T+1,2025,1
2173,MER02173,Entertainment,Small,Karnataka,Bengaluru,T+3,2026,0
2174,MER02174,Healthcare,Small,Delhi,New Delhi,T+2,2026,0
2175,MER02175,E-Commerce,Small,Maharashtra,Nagpur,T+1,2022,4
2176,MER02176,Fuel,Medium,Maharashtra,Nagpur,T+3,2021,5
2177,MER02177,E-Commerce,Small,Maharashtra,Pune,T+1,2020,6
2178,MER02178,Fuel,Small,Kerala,Thiruvananthapuram,T+1,2023,3
2179,MER02179,Retail,Small,Karnataka,Bengaluru,T+1,2023,3
2180,MER02180,E-Commerce,Enterprise,Karnataka,Mangaluru,T+1,2022,4
2181,MER02181,Retail,Small,Delhi,New Delhi,T+2,2026,0
2182,MER02182,Retail,Small,Maharashtra,Mumbai,T+1,2026,0
2183,MER02183,Entertainment,Small,Tamil Nadu,Coimbatore,T+3,2026,0
2184,MER02184,Fuel,Small,Maharashtra,Pune,T+1,2026,0
2185,MER02185,Retail,Enterprise,West Bengal,Durgapur,T+2,2026,0
2186,MER02186,Retail,Enterprise,Delhi,New Delhi,T+1,2026,0
2187,MER02187,Travel,Small,Delhi,New Delhi,T+1,2026,0
2188,MER02188,Retail,Small,Rajasthan,Jaipur,T+1,2026,0
2189,MER02189,E-Commerce,Enterprise,Rajasthan,Udaipur,T+1,2023,3
2190,MER02190,Food & Dining,Medium,Kerala,Kochi,T+1,2022,4
2191,MER02191,Healthcare,Small,Delhi,New Delhi,T+1,2026,0
2192,MER02192,Retail,Small,Maharashtra,Nagpur,T+2,2023,3
2193,MER02193,Education,Medium,Telangana,Hyderabad,T+2,2024,2
2194,MER02194,Entertainment,Enterprise,Karnataka,Mangaluru,T+1,2025,1
2195,MER02195,E-Commerce,Small,Karnataka,Mysuru,T+1,2025,1
2196,MER02196,Food & Dining,Small,Uttar Pradesh,Lucknow,T+1,2025,1
2197,MER02197,Fuel,Small,Rajasthan,Udaipur,T+1,2024,2
2198,MER02198,Travel,Small,Karnataka,Mangaluru,T+3,2025,1
2199,MER02199,E-Commerce,Small,Gujarat,Ahmedabad,T+1,2025,1
2200,MER02200,Healthcare,Medium,Kerala,Kochi,T+2,2024,2
2201,MER02201,Retail,Small,Uttar Pradesh,Kanpur,T+1,2022,4
2202,MER02202,Entertainment,Small,Tamil Nadu,Coimbatore,T+1,2025,1
2203,MER02203,Food & Dining,Medium,Kerala,Thiruvananthapuram,T+1,2019,7
2204,MER02204,E-Commerce,Small,Telangana,Hyderabad,T+1,2025,1
2205,MER02205,E-Commerce,Medium,Gujarat,Surat,T+2,2024,2
2206,MER02206,Fuel,Small,Delhi,New Delhi,T+1,2024,2
2207,MER02207,Retail,Small,Rajasthan,Jaipur,T+1,2023,3
2208,MER02208,E-Commerce,Small,West Bengal,Siliguri,T+1,2020,6
2209,MER02209,Retail,Small,West Bengal,Siliguri,T+1,2023,3
2210,MER02210,Healthcare,Small,Maharashtra,Mumbai,T+1,2024,2
2211,MER02211,E-Commerce,Small,Tamil Nadu,Madurai,T+1,2019,7
2212,MER02212,Food & Dining,Small,Delhi,New Delhi,T+2,2025,1
2213,MER02213,Retail,Medium,Telangana,Hyderabad,T+1,2024,2
2214,MER02214,Fuel,Medium,Maharashtra,Pune,T+1,2023,3
2215,MER02215,Utilities,Small,Karnataka,Mysuru,T+1,2024,2
2216,MER02216,Fuel,Small,Maharashtra,Pune,T+1,2025,1
2217,MER02217,Food & Dining,Small,Uttar Pradesh,Kanpur,T+1,2019,7
2218,MER02218,Food & Dining,Medium,Telangana,Warangal,T+1,2024,2
2219,MER02219,Travel,Medium,Maharashtra,Pune,T+2,2023,3
2220,MER02220,Retail,Medium,Gujarat,Vadodara,T+1,2026,0
2221,MER02221,Utilities,Enterprise,Rajasthan,Jodhpur,T+2,2024,2
2222,MER02222,Education,Small,Uttar Pradesh,Kanpur,T+3,2024,2
2223,MER02223,Retail,Small,Karnataka,Mysuru,T+1,2022,4
2224,MER02224,E-Commerce,Medium,Maharashtra,Pune,T+1,2023,3
2225,MER02225,Healthcare,Small,Maharashtra,Pune,T+1,2024,2
2226,MER02226,Food & Dining,Small,Tamil Nadu,Coimbatore,T+1,2026,0
2227,MER02227,Entertainment,Medium,Karnataka,Mysuru,T+2,2024,2
2228,MER02228,Retail,Small,Telangana,Warangal,T+2,2021,5
2229,MER02229,Entertainment,Medium,Gujarat,Vadodara,T+1,2019,7
2230,MER02230,Retail,Small,Delhi,New Delhi,T+1,2025,1
2231,MER02231,Healthcare,Small,Gujarat,Ahmedabad,T+1,2025,1
2232,MER02232,Food & Dining,Small,Uttar Pradesh,Lucknow,T+1,2024,2
2233,MER02233,E-Commerce,Small,Maharashtra,Mumbai,T+1,2020,6
2234,MER02234,Education,Medium,Delhi,New Delhi,T+1,2025,1
2235,MER02235,Healthcare,Small,Maharashtra,Nagpur,T+2,2023,3
2236,MER02236,Retail,Small,West Bengal,Durgapur,T+1,2025,1
2237,MER02237,Food & Dining,Medium,Tamil Nadu,Coimbatore,T+1,2024,2
2238,MER02238,Government,Small,Gujarat,Vadodara,T+2,2024,2
2239,MER02239,Retail,Small,Maharashtra,Nagpur,T+1,2026,0
2240,MER02240,Retail,Small,Kerala,Kozhikode,T+2,2023,3
2241,MER02241,Food & Dining,Small,Tamil Nadu,Chennai,T+1,2022,4
2242,MER02242,Retail,Medium,Uttar Pradesh,Lucknow,T+1,2022,4
2243,MER02243,Retail,Medium,Maharashtra,Mumbai,T+1,2019,7
2244,MER02244,E-Commerce,Small,Telangana,Warangal,T+1,2023,3
2245,MER02245,Fuel,Enterprise,Delhi,New Delhi,T+2,2025,1
2246,MER02246,Food & Dining,Medium,Telangana,Hyderabad,T+2,2023,3
2247,MER02247,Retail,Small,Maharashtra,Pune,T+3,2020,6
2248,MER02248,E-Commerce,Medium,Telangana,Hyderabad,T+2,2023,3
2249,MER02249,Healthcare,Medium,Maharashtra,Pune,T+2,2020,6
2250,MER02250,Entertainment,Small,Telangana,Warangal,T+1,2024,2
